Customer_ID,Purpose,Preferred_Date,Preferred_Time,Estimated_Duration,Priority,Current_Rush_Level,Current_Appointments,Available_Employees,Holiday,Day_of_Week,Request_Timestamp,Appointment_Status,Suggested_Slot,Actual_Allocated_Slot,Queue_Position,Waiting_Time,Cancellation,Rescheduled,Employee_ID,Customer_Feedback,Historical_Slot_Load
CUST002472,Home Loan,2023-08-02,11:30-12:00,43,Normal,High,25,6,0,Wednesday,2023-07-26 18:00:00,Suggested Slot,12:00-12:30,None,0,0,0,0,None,3.0,0.37
CUST002473,Gold Loan,2023-05-20,16:00-16:30,42,Normal,High,13,8,0,Saturday,2023-05-13 15:00:00,Suggested Slot,16:00-16:30,None,0,0,0,0,None,3.0,0.73
CUST002474,Debit Card Issue,2023-02-11,10:30-11:00,19,Senior Citizen,Medium,21,9,0,Saturday,2023-02-05 21:00:00,Accepted,10:30-11:00,10:30-11:00,11,21,0,0,EMP016,3.0,0.45
CUST002475,Education Loan,2023-01-13,15:00-15:30,29,Normal,Low,10,6,0,Friday,2023-01-06 21:00:00,Accepted,15:00-15:30,15:00-15:30,3,13,0,1,EMP012,3.0,0.52
CUST002476,Gold Loan,2023-06-08,15:30-16:00,45,Normal,High,18,7,0,Thursday,2023-06-03 03:00:00,Accepted,15:30-16:00,15:30-16:00,2,12,0,1,EMP010,4.0,0.18
CUST002477,Fixed Deposit,2023-06-28,15:30-16:00,22,Senior Citizen,High,38,4,0,Wednesday,2023-06-20 17:00:00,Suggested Slot,16:00-16:30,None,0,0,0,0,None,3.0,0.31
CUST002478,Complaint,2023-07-16,16:00-16:30,19,Disabled,Medium,5,6,1,Sunday,2023-07-14 15:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.81
CUST002479,Complaint,2023-09-18,11:30-12:00,15,Normal,Low,5,5,0,Monday,2023-09-09 08:00:00,Accepted,11:30-12:00,11:30-12:00,3,13,0,0,EMP011,5.0,0.74
CUST002480,Home Loan,2023-01-11,10:00-10:30,42,Normal,Medium,14,8,0,Wednesday,2023-01-01 16:00:00,Accepted,10:00-10:30,10:00-10:30,2,12,0,0,EMP001,3.0,0.97
CUST002481,Fixed Deposit,2023-11-14,10:30-11:00,15,Normal,Medium,17,8,1,Tuesday,2023-10-31 03:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.16
CUST002482,Loan Inquiry,2023-02-06,09:30-10:00,23,Senior Citizen,Medium,18,7,0,Monday,2023-02-01 20:00:00,Accepted,09:30-10:00,09:30-10:00,3,10,0,0,EMP007,2.0,0.84
CUST002483,Demand Draft,2023-12-14,09:30-10:00,17,Normal,High,27,9,0,Thursday,2023-12-08 05:00:00,Accepted,09:30-10:00,09:30-10:00,12,21,0,0,EMP017,1.0,0.87
CUST002484,Document Verification,2023-06-11,15:00-15:30,22,Normal,Medium,15,4,1,Sunday,2023-06-07 17:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.45
CUST002485,Loan Approval,2023-08-25,14:00-14:30,44,Normal,Medium,21,8,0,Friday,2023-08-14 00:00:00,Accepted,14:00-14:30,14:00-14:30,5,25,0,0,EMP008,4.0,0.92
CUST002486,Personal Loan,2023-04-07,14:00-14:30,31,Disabled,Medium,30,3,0,Friday,2023-03-24 06:00:00,Suggested Slot,14:30-15:00,14:30-15:00,0,0,0,0,EMP007,4.0,0.61
CUST002487,Debit Card Issue,2023-09-17,10:30-11:00,20,Senior Citizen,High,41,8,1,Sunday,2023-09-06 03:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.19
CUST002488,Cheque Clearance,2023-05-15,16:00-16:30,12,Normal,High,5,4,0,Monday,2023-05-10 23:00:00,Accepted,16:00-16:30,16:00-16:30,4,11,1,0,EMP012,2.0,0.39
CUST002489,Cash Withdrawal,2023-10-30,10:00-10:30,12,Normal,High,4,4,0,Monday,2023-10-23 00:00:00,Accepted,10:00-10:30,10:00-10:30,1,5,0,0,EMP010,3.0,0.72
CUST002490,KYC Update,2023-09-13,15:00-15:30,11,Normal,Medium,27,6,0,Wednesday,2023-09-01 08:00:00,Accepted,15:00-15:30,15:00-15:30,2,3,1,0,EMP009,4.0,0.49
CUST002491,Other,2023-06-20,11:30-12:00,15,Senior Citizen,Medium,2,5,0,Tuesday,2023-06-09 22:00:00,Suggested Slot,12:00-12:30,12:00-12:30,0,0,0,0,EMP011,4.0,0.9
CUST002492,Personal Loan,2023-04-15,16:00-16:30,27,Normal,Medium,46,7,0,Saturday,2023-04-10 18:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,0,0,EMP012,1.0,0.72
CUST002493,Loan Inquiry,2023-09-09,12:30-13:00,18,Normal,High,13,9,0,Saturday,2023-09-04 12:00:00,Accepted,12:30-13:00,12:30-13:00,8,19,0,0,EMP013,2.0,0.31
CUST002494,Passbook Update,2023-03-01,12:30-13:00,5,Disabled,Medium,41,7,0,Wednesday,2023-02-16 02:00:00,Suggested Slot,14:30-15:00,14:30-15:00,0,0,0,1,EMP019,1.0,0.11
CUST002495,RTGS/NEFT,2023-01-08,15:30-16:00,7,Normal,Very High,10,8,1,Sunday,2022-12-30 21:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.46
CUST002496,Gold Loan,2023-09-08,16:00-16:30,44,Senior Citizen,High,49,6,0,Friday,2023-08-28 00:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.11
CUST002497,KYC Update,2023-01-22,14:00-14:30,16,Normal,Medium,0,7,1,Sunday,2023-01-12 00:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.81
CUST002498,Loan Approval,2023-11-14,12:30-13:00,45,Normal,Medium,1,3,0,Tuesday,2023-11-10 07:00:00,Accepted,12:30-13:00,12:30-13:00,3,47,0,0,EMP001,2.0,0.69
CUST002499,Demand Draft,2023-10-06,14:30-15:00,17,Normal,Low,25,9,0,Friday,2023-09-29 13:00:00,Accepted,14:30-15:00,14:30-15:00,7,14,0,0,EMP016,1.0,0.82
CUST002500,Cash Withdrawal,2023-06-03,15:30-16:00,13,Normal,High,5,4,0,Saturday,2023-05-30 21:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,0,0,EMP015,5.0,0.34
CUST002501,Education Loan,2023-08-19,12:00-12:30,27,Normal,High,29,9,0,Saturday,2023-08-11 14:00:00,Suggested Slot,12:30-13:00,12:30-13:00,0,0,0,0,EMP014,2.0,0.61
CUST002502,Cheque Deposit,2023-03-19,12:00-12:30,6,Normal,High,22,3,1,Sunday,2023-03-14 16:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.46
CUST002503,Locker Service,2023-08-31,15:30-16:00,16,Normal,Medium,21,8,0,Thursday,2023-08-18 18:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.79
CUST002504,Cash Withdrawal,2023-01-28,12:30-13:00,6,Normal,Medium,16,5,0,Saturday,2023-01-20 00:00:00,Accepted,12:30-13:00,12:30-13:00,1,0,0,0,EMP017,3.0,0.2
CUST002505,Credit Card Issue,2023-05-14,09:30-10:00,18,Normal,Low,33,7,1,Sunday,2023-05-07 12:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.91
CUST002506,Locker Service,2023-01-09,10:00-10:30,12,Disabled,Low,18,9,0,Monday,2023-01-05 18:00:00,Accepted,10:00-10:30,10:00-10:30,1,3,0,0,EMP007,2.0,0.99
CUST002507,Cash Deposit,2023-03-17,11:30-12:00,7,Normal,Very High,45,9,0,Friday,2023-03-13 15:00:00,Accepted,11:30-12:00,11:30-12:00,7,3,0,0,EMP001,4.0,0.87
CUST002508,Other,2023-03-06,11:30-12:00,15,Senior Citizen,High,25,9,0,Monday,2023-02-23 08:00:00,Suggested Slot,12:00-12:30,None,0,0,0,0,None,3.0,0.84
CUST002509,Credit Card Issue,2023-06-29,09:30-10:00,16,Normal,Low,45,5,0,Thursday,2023-06-19 23:00:00,Suggested Slot,10:00-10:30,10:00-10:30,0,0,0,0,EMP010,5.0,0.66
CUST002510,Passbook Update,2023-09-04,10:00-10:30,5,Normal,Low,35,3,0,Monday,2023-08-25 13:00:00,Suggested Slot,10:30-11:00,None,0,0,0,0,None,3.0,0.94
CUST002511,Other,2023-04-22,16:00-16:30,18,Normal,Very High,31,6,0,Saturday,2023-04-14 16:00:00,Suggested Slot,16:00-16:30,16:00-16:30,0,0,0,0,EMP005,1.0,0.82
CUST002512,Home Loan,2023-11-11,10:00-10:30,46,Normal,Low,36,6,0,Saturday,2023-11-06 08:00:00,Accepted,10:00-10:30,10:00-10:30,1,7,0,0,EMP008,5.0,0.78
CUST002513,Passbook Update,2023-03-21,10:00-10:30,5,Normal,Low,27,8,0,Tuesday,2023-03-15 03:00:00,Accepted,10:00-10:30,10:00-10:30,3,5,0,0,EMP008,1.0,0.65
CUST002514,Credit Card Issue,2023-09-02,10:30-11:00,16,Normal,Low,29,6,0,Saturday,2023-08-26 15:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.36
CUST002515,Locker Service,2023-07-27,11:30-12:00,17,Normal,Low,17,4,0,Thursday,2023-07-15 18:00:00,Accepted,11:30-12:00,11:30-12:00,3,15,0,0,EMP012,3.0,0.86
CUST002516,Passbook Update,2023-08-02,11:00-11:30,5,Normal,High,23,9,1,Wednesday,2023-07-26 09:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.41
CUST002517,Other,2023-12-26,12:00-12:30,19,Normal,Medium,21,7,0,Tuesday,2023-12-14 08:00:00,Accepted,12:00-12:30,12:00-12:30,4,13,0,0,EMP002,2.0,0.13
CUST002518,Home Loan,2023-11-29,12:00-12:30,45,Disabled,Low,49,3,0,Wednesday,2023-11-19 15:00:00,Suggested Slot,12:30-13:00,None,0,0,0,1,None,3.0,0.43
CUST002519,Demand Draft,2023-08-27,14:00-14:30,16,Normal,Low,3,8,1,Sunday,2023-08-15 15:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.78
CUST002520,Passbook Update,2023-10-19,12:30-13:00,5,Normal,Medium,2,3,0,Thursday,2023-10-12 11:00:00,Suggested Slot,14:00-14:30,14:00-14:30,0,0,0,0,EMP008,4.0,0.66
CUST002521,KYC Update,2023-01-25,12:00-12:30,17,Normal,Very High,16,6,0,Wednesday,2023-01-20 08:00:00,Accepted,12:00-12:30,12:00-12:30,2,6,0,0,EMP017,2.0,0.78
CUST002522,Cheque Clearance,2023-10-12,12:30-13:00,8,Normal,Low,38,6,0,Thursday,2023-10-02 12:00:00,Suggested Slot,14:30-15:00,14:30-15:00,0,0,0,0,EMP008,3.0,0.57
CUST002523,Home Loan,2023-09-01,12:00-12:30,41,Normal,Medium,21,7,0,Friday,2023-08-29 10:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.24
CUST002524,Cash Deposit,2023-01-20,11:00-11:30,7,Normal,Low,28,3,0,Friday,2023-01-12 12:00:00,Suggested Slot,11:30-12:00,11:30-12:00,0,0,0,0,EMP007,2.0,0.23
CUST002525,Account Opening,2023-03-07,11:00-11:30,27,Normal,Very High,5,7,0,Tuesday,2023-02-23 08:00:00,Accepted,11:00-11:30,11:00-11:30,9,36,0,0,EMP003,5.0,0.15
CUST002526,Locker Service,2023-10-22,10:00-10:30,19,Normal,Medium,12,3,1,Sunday,2023-10-18 19:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.92
CUST002527,Credit Card Issue,2023-11-09,12:00-12:30,19,Normal,Medium,42,9,0,Thursday,2023-11-03 12:00:00,Suggested Slot,12:30-13:00,None,0,0,0,0,None,3.0,0.83
CUST002528,Fixed Deposit,2023-10-12,16:00-16:30,15,Normal,Medium,44,7,0,Thursday,2023-10-02 22:00:00,Suggested Slot,16:00-16:30,None,0,0,0,0,None,3.0,0.87
CUST002529,Loan Approval,2023-10-31,15:00-15:30,40,Normal,Low,24,9,0,Tuesday,2023-10-28 07:00:00,Accepted,15:00-15:30,15:00-15:30,1,7,0,1,EMP017,3.0,0.74
CUST002530,Cheque Clearance,2023-04-23,16:00-16:30,6,Normal,High,31,7,1,Sunday,2023-04-12 12:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.15
CUST002531,Account Opening,2023-07-14,12:00-12:30,31,Senior Citizen,Low,24,5,0,Friday,2023-07-02 10:00:00,Accepted,12:00-12:30,12:00-12:30,4,22,0,0,EMP014,3.0,0.75
CUST002532,Cheque Clearance,2023-09-18,11:00-11:30,14,Normal,Medium,2,4,0,Monday,2023-09-06 19:00:00,Accepted,11:00-11:30,11:00-11:30,4,16,0,0,EMP013,3.0,0.66
CUST002533,Cheque Deposit,2023-07-15,16:00-16:30,5,Normal,Medium,17,4,0,Saturday,2023-07-01 17:00:00,Accepted,16:00-16:30,16:00-16:30,3,5,0,0,EMP017,1.0,0.33
CUST002534,Cheque Clearance,2023-04-04,10:00-10:30,15,Normal,High,37,8,0,Tuesday,2023-03-28 05:00:00,Accepted,10:00-10:30,10:00-10:30,1,1,1,0,EMP010,5.0,0.98
CUST002535,RTGS/NEFT,2023-10-07,10:00-10:30,6,Normal,Low,13,6,0,Saturday,2023-09-30 01:00:00,Rejected,None,None,0,0,0,1,None,3.0,0.7
CUST002536,Credit Card Issue,2023-10-25,11:00-11:30,19,Normal,Medium,36,3,0,Wednesday,2023-10-13 14:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.17
CUST002537,KYC Update,2023-10-12,09:30-10:00,17,Normal,Very High,38,3,0,Thursday,2023-09-28 08:00:00,Suggested Slot,10:00-10:30,10:00-10:30,0,0,0,0,EMP011,3.0,0.96
CUST002538,Education Loan,2023-11-24,15:00-15:30,32,Normal,Medium,31,9,0,Friday,2023-11-13 15:00:00,Accepted,15:00-15:30,15:00-15:30,7,22,1,0,EMP010,3.0,0.35
CUST002539,Education Loan,2023-04-09,09:30-10:00,33,Normal,High,0,3,1,Sunday,2023-03-27 04:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.66
CUST002540,Cash Withdrawal,2023-05-19,14:00-14:30,9,Normal,High,7,4,0,Friday,2023-05-11 06:00:00,Accepted,14:00-14:30,14:00-14:30,4,11,0,0,EMP006,5.0,0.67
CUST002541,Loan Approval,2023-03-20,10:00-10:30,42,Normal,Medium,30,7,0,Monday,2023-03-10 17:00:00,Suggested Slot,11:00-11:30,None,0,0,0,0,None,3.0,0.6
CUST002542,Complaint,2023-07-27,09:30-10:00,15,Normal,Low,25,8,0,Thursday,2023-07-20 01:00:00,Accepted,09:30-10:00,09:30-10:00,6,10,0,0,EMP009,5.0,0.97
CUST002543,Account Opening,2023-01-08,12:30-13:00,25,Normal,Medium,37,8,1,Sunday,2023-01-02 22:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.67
CUST002544,Passbook Update,2023-09-08,15:30-16:00,5,Normal,Low,17,5,0,Friday,2023-09-02 08:00:00,Accepted,15:30-16:00,15:30-16:00,4,3,0,0,EMP002,3.0,0.16
CUST002545,RTGS/NEFT,2023-08-26,14:00-14:30,7,Normal,Very High,23,7,0,Saturday,2023-08-13 20:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.63
CUST002546,Locker Service,2023-08-14,16:00-16:30,11,Senior Citizen,High,26,3,0,Monday,2023-08-05 18:00:00,Suggested Slot,16:00-16:30,None,0,0,0,0,None,3.0,0.6
CUST002547,Demand Draft,2023-08-06,15:30-16:00,19,Normal,Medium,43,3,1,Sunday,2023-07-26 08:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.65
CUST002548,Complaint,2023-04-27,10:30-11:00,18,Normal,Very High,5,7,0,Thursday,2023-04-19 13:00:00,Accepted,10:30-11:00,10:30-11:00,8,20,0,0,EMP004,1.0,0.86
CUST002549,Loan Inquiry,2023-03-12,09:30-10:00,19,Normal,Very High,42,4,1,Sunday,2023-02-27 23:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.83
CUST002550,Cash Withdrawal,2023-01-24,12:30-13:00,15,Normal,Low,38,9,0,Tuesday,2023-01-15 18:00:00,Suggested Slot,14:00-14:30,14:00-14:30,0,0,0,0,EMP013,5.0,0.37
CUST002551,Debit Card Issue,2023-07-05,15:30-16:00,18,Normal,Low,49,4,1,Wednesday,2023-07-03 00:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.76
CUST002552,Cash Deposit,2023-03-19,12:30-13:00,6,Normal,Very High,47,3,1,Sunday,2023-03-11 22:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.84
CUST002553,Debit Card Issue,2023-05-01,11:30-12:00,16,Normal,Medium,25,4,0,Monday,2023-04-26 00:00:00,Accepted,11:30-12:00,11:30-12:00,4,17,0,0,EMP008,4.0,0.53
CUST002554,Other,2023-05-10,15:00-15:30,17,Normal,Low,46,7,0,Wednesday,2023-05-08 06:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.11
CUST002555,Loan Inquiry,2023-12-04,11:00-11:30,17,Normal,Medium,10,3,0,Monday,2023-11-21 08:00:00,Accepted,11:00-11:30,11:00-11:30,2,9,0,0,EMP010,3.0,0.22
CUST002556,Passbook Update,2023-01-23,11:00-11:30,7,Normal,High,33,3,0,Monday,2023-01-20 18:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.77
CUST002557,Loan Approval,2023-03-03,15:00-15:30,46,Normal,Medium,31,8,0,Friday,2023-02-17 23:00:00,Suggested Slot,15:30-16:00,None,0,0,0,0,None,3.0,0.23
CUST002558,Loan Inquiry,2023-08-26,10:30-11:00,25,Normal,Medium,35,4,0,Saturday,2023-08-22 14:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.68
CUST002559,Gold Loan,2023-04-15,10:30-11:00,48,Normal,High,15,3,0,Saturday,2023-04-12 16:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.64
CUST002560,Loan Approval,2023-11-17,11:00-11:30,50,Normal,Medium,40,3,0,Friday,2023-11-09 00:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.43
CUST002561,Cheque Clearance,2023-02-07,15:00-15:30,12,Senior Citizen,Very High,20,6,0,Tuesday,2023-01-26 17:00:00,Accepted,15:00-15:30,15:00-15:30,2,6,0,0,EMP002,1.0,0.35
CUST002562,Debit Card Issue,2023-05-24,10:30-11:00,17,Normal,High,46,3,0,Wednesday,2023-05-10 14:00:00,Suggested Slot,11:30-12:00,None,0,0,0,0,None,3.0,0.57
CUST002563,Other,2023-03-09,14:00-14:30,13,Senior Citizen,Medium,25,6,0,Thursday,2023-03-02 20:00:00,Accepted,14:00-14:30,14:00-14:30,4,11,0,0,EMP006,4.0,0.91
CUST002564,RTGS/NEFT,2023-04-16,15:00-15:30,6,Senior Citizen,Medium,21,3,1,Sunday,2023-04-08 15:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.13
CUST002565,Cheque Clearance,2023-11-23,11:00-11:30,8,Senior Citizen,Medium,9,8,0,Thursday,2023-11-19 04:00:00,Accepted,11:00-11:30,11:00-11:30,8,11,0,0,EMP005,3.0,0.84
CUST002566,Complaint,2023-12-26,11:00-11:30,24,Senior Citizen,High,17,6,0,Tuesday,2023-12-12 20:00:00,Accepted,11:00-11:30,11:00-11:30,2,6,0,0,EMP019,3.0,0.58
CUST002567,Passbook Update,2023-07-03,10:30-11:00,6,Senior Citizen,Medium,17,4,0,Monday,2023-06-24 12:00:00,Accepted,10:30-11:00,10:30-11:00,1,4,0,0,EMP019,5.0,0.11
CUST002568,Fixed Deposit,2023-02-18,15:30-16:00,16,Disabled,High,41,7,0,Saturday,2023-02-11 05:00:00,Accepted,15:30-16:00,15:30-16:00,2,4,0,0,EMP008,2.0,0.53
CUST002569,Fixed Deposit,2023-12-24,11:30-12:00,20,Disabled,High,32,7,1,Sunday,2023-12-17 04:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.61
CUST002570,KYC Update,2023-09-26,12:00-12:30,11,Normal,Low,17,8,0,Tuesday,2023-09-23 18:00:00,Suggested Slot,12:30-13:00,12:30-13:00,0,0,0,0,EMP008,5.0,0.65
CUST002571,RTGS/NEFT,2023-09-28,14:00-14:30,8,Senior Citizen,Medium,28,4,0,Thursday,2023-09-25 08:00:00,Accepted,14:00-14:30,14:00-14:30,1,5,0,0,EMP006,1.0,0.61
CUST002572,Credit Card Issue,2023-04-10,14:00-14:30,17,Normal,Medium,3,8,0,Monday,2023-03-30 07:00:00,Accepted,14:00-14:30,14:00-14:30,6,15,0,0,EMP016,4.0,1.0
CUST002573,Cheque Deposit,2023-10-07,15:30-16:00,8,Normal,High,36,5,0,Saturday,2023-10-04 06:00:00,Suggested Slot,16:00-16:30,None,0,0,0,0,None,3.0,0.58
CUST002574,Loan Inquiry,2023-03-08,10:30-11:00,20,Normal,High,40,4,0,Wednesday,2023-03-01 04:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.41
CUST002575,Cash Withdrawal,2023-02-01,14:00-14:30,11,Normal,Very High,43,7,0,Wednesday,2023-01-27 10:00:00,Suggested Slot,14:30-15:00,None,0,0,0,0,None,3.0,0.93
CUST002576,RTGS/NEFT,2023-02-16,11:00-11:30,10,Normal,Medium,3,8,0,Thursday,2023-02-14 00:00:00,Accepted,11:00-11:30,11:00-11:30,3,7,0,1,EMP013,5.0,0.12
CUST002577,Fixed Deposit,2023-08-02,15:30-16:00,20,Senior Citizen,Low,22,4,0,Wednesday,2023-07-28 00:00:00,Accepted,15:30-16:00,15:30-16:00,5,24,0,0,EMP015,5.0,0.71
CUST002578,Gold Loan,2023-01-24,10:00-10:30,45,Senior Citizen,Medium,7,3,0,Tuesday,2023-01-12 14:00:00,Accepted,10:00-10:30,10:00-10:30,3,48,0,0,EMP014,1.0,0.98
CUST002579,Fixed Deposit,2023-09-17,11:00-11:30,23,Normal,High,0,6,1,Sunday,2023-09-07 21:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.36
CUST002580,Demand Draft,2023-08-23,15:30-16:00,19,Normal,High,6,9,0,Wednesday,2023-08-14 01:00:00,Accepted,15:30-16:00,15:30-16:00,5,8,0,0,EMP009,4.0,0.33
CUST002581,Personal Loan,2023-06-28,11:00-11:30,27,Normal,Low,33,7,0,Wednesday,2023-06-14 12:00:00,Accepted,11:00-11:30,11:00-11:30,2,10,0,0,EMP018,3.0,0.75
CUST002582,Education Loan,2023-05-28,14:00-14:30,25,Disabled,Low,29,3,1,Sunday,2023-05-18 08:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.88
CUST002583,Demand Draft,2023-06-18,09:30-10:00,17,Normal,High,26,4,1,Sunday,2023-06-10 21:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.66
CUST002584,Personal Loan,2023-11-23,10:30-11:00,33,Normal,Low,14,6,0,Thursday,2023-11-18 22:00:00,Accepted,10:30-11:00,10:30-11:00,1,7,0,0,EMP013,4.0,0.76
CUST002585,Account Opening,2023-01-25,10:00-10:30,33,Normal,Low,29,8,0,Wednesday,2023-01-22 16:00:00,Accepted,10:00-10:30,10:00-10:30,1,8,0,0,EMP019,2.0,0.9
CUST002586,RTGS/NEFT,2023-05-19,12:30-13:00,12,Normal,Low,18,3,0,Friday,2023-05-13 18:00:00,Accepted,12:30-13:00,12:30-13:00,3,12,0,0,EMP007,4.0,0.27
CUST002587,Complaint,2023-07-01,12:00-12:30,21,Normal,Very High,16,7,0,Saturday,2023-06-25 10:00:00,Accepted,12:00-12:30,12:00-12:30,1,1,1,0,EMP005,2.0,0.76
CUST002588,Document Verification,2023-02-12,10:00-10:30,18,Senior Citizen,Medium,3,9,1,Sunday,2023-02-02 09:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.68
CUST002589,Other,2023-08-22,15:30-16:00,16,Normal,Medium,4,5,0,Tuesday,2023-08-17 17:00:00,Suggested Slot,16:00-16:30,None,0,0,0,0,None,3.0,0.47
CUST002590,Document Verification,2023-05-28,10:30-11:00,16,Normal,Low,33,3,1,Sunday,2023-05-20 01:00:00,Rejected,None,None,0,0,1,0,None,3.0,0.49
CUST002591,Cash Deposit,2023-03-03,15:30-16:00,12,Normal,Low,32,9,0,Friday,2023-03-01 15:00:00,Accepted,15:30-16:00,15:30-16:00,3,5,0,0,EMP003,4.0,0.12
CUST002592,Complaint,2023-03-27,12:00-12:30,21,Senior Citizen,Very High,18,9,0,Monday,2023-03-14 15:00:00,Accepted,12:00-12:30,12:00-12:30,1,1,0,0,EMP010,3.0,0.43
CUST002593,Document Verification,2023-10-31,14:30-15:00,21,Normal,Low,29,5,0,Tuesday,2023-10-23 05:00:00,Suggested Slot,15:30-16:00,15:30-16:00,0,0,0,0,EMP007,3.0,0.79
CUST002594,Document Verification,2023-10-01,10:00-10:30,25,Normal,Low,46,9,1,Sunday,2023-09-19 23:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.71
CUST002595,Personal Loan,2023-12-16,11:30-12:00,35,Normal,High,34,3,0,Saturday,2023-12-05 00:00:00,Suggested Slot,12:30-13:00,None,0,0,0,0,None,3.0,0.89
CUST002596,Loan Inquiry,2023-03-18,12:30-13:00,20,Normal,Medium,29,3,0,Saturday,2023-03-10 08:00:00,Suggested Slot,14:00-14:30,14:00-14:30,0,0,0,0,EMP017,3.0,0.44
CUST002597,Gold Loan,2023-06-03,16:00-16:30,50,Disabled,High,21,4,0,Saturday,2023-05-25 22:00:00,Accepted,16:00-16:30,16:00-16:30,1,13,0,0,EMP008,4.0,0.4
CUST002598,Demand Draft,2023-11-17,14:00-14:30,10,Normal,Very High,21,3,0,Friday,2023-11-06 04:00:00,Suggested Slot,15:00-15:30,15:00-15:30,0,0,0,0,EMP015,4.0,0.85
CUST002599,Other,2023-12-09,12:30-13:00,18,Senior Citizen,Very High,7,9,0,Saturday,2023-12-07 17:00:00,Accepted,12:30-13:00,12:30-13:00,2,8,0,1,EMP003,5.0,0.71
CUST002600,Education Loan,2023-01-27,12:00-12:30,32,Normal,Very High,15,9,0,Friday,2023-01-25 14:00:00,Suggested Slot,12:30-13:00,12:30-13:00,0,0,0,0,EMP002,4.0,0.21
CUST002601,Cash Deposit,2023-08-31,11:00-11:30,7,Normal,Medium,22,6,0,Thursday,2023-08-21 15:00:00,Accepted,11:00-11:30,11:00-11:30,7,7,0,0,EMP007,3.0,0.51
CUST002602,Cash Withdrawal,2023-01-28,14:00-14:30,6,Normal,Medium,37,3,0,Saturday,2023-01-16 23:00:00,Rejected,None,None,0,0,0,1,None,3.0,0.97
CUST002603,Cash Deposit,2023-10-28,10:30-11:00,5,Normal,Medium,44,6,0,Saturday,2023-10-23 05:00:00,Suggested Slot,11:00-11:30,None,0,0,0,0,None,3.0,0.86
CUST002604,Personal Loan,2023-03-05,12:00-12:30,31,Normal,Medium,28,7,1,Sunday,2023-02-28 01:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.53
CUST002605,Locker Service,2023-07-09,15:30-16:00,15,Normal,Medium,6,4,1,Sunday,2023-07-05 17:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.73
CUST002606,Locker Service,2023-09-19,10:00-10:30,17,Senior Citizen,High,27,8,0,Tuesday,2023-09-11 16:00:00,Accepted,10:00-10:30,10:00-10:30,1,0,0,0,EMP009,4.0,0.73
CUST002607,Home Loan,2023-09-23,11:30-12:00,50,Normal,Medium,43,4,0,Saturday,2023-09-10 08:00:00,Suggested Slot,12:30-13:00,None,0,0,0,0,None,3.0,0.13
CUST002608,Other,2023-05-11,14:00-14:30,13,Normal,Medium,18,8,0,Thursday,2023-04-27 11:00:00,Rejected,None,None,0,0,0,0,None,3.0,0.98
CUST002609,Cheque Clearance,2023-07-07,14:30-15:00,13,Normal,Low,31,7,0,Friday,2023-07-02 07:00:00,Accepted,14:30-15:00,14:30-15:00,8,12,0,0,EMP004,5.0,0.69
